link,section_number,description,section_name
http://devgan.in/ipc/section/123/,123,"Whoever, by any act, or by any illegal omission, conceals the existence of a design to wage war against the Government of India, intending by such concealment to facilitate, or knowing it to be likely that such concealment will facilitate, the waging of such war, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.", Concealing with intent to facilitate design to wage war.
http://devgan.in/ipc/section/122/,122,"Whoever collects men, arms or ammunition or otherwise prepares to wage war with the intention of either waging or being prepared to wage war against the Government of India, shall be punished with imprisonment for life or imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine."," Collecting arms, etc., with intention of waging war against the Government of India."
http://devgan.in/ipc/section/121A/,121A,"Whoever within or without India conspires to commit any of the offences punishable by section  121 , or conspires to overawe, by means of criminal force or the show of criminal force, the Central Government or any State Government, shall be punished with imprisonment for life, or with imprisonment of either description which may extend to ten years, and shall also be liable to fine.", Conspiracy to commit offences punishable by section 121.
http://devgan.in/ipc/section/121/,121,"Whoever wages war against the Government of India, or attempts to wage such war, or abets the waging of such war, shall be punished with death, or imprisonment for life and shall also be liable to fine. Whoever within or without India conspires to commit any of the offences punishable by section  121 , or conspires to overawe, by means of criminal force or the show of criminal force, the Central Government or any State Government, shall be punished with imprisonment for life, or with imprisonment of either description which may extend to ten years, and shall also be liable to fine."," Waging, or attempting to wage war, or abetting waging of war, against the Government of India."
http://devgan.in/ipc/section/120B/,120B,"	 
		 Whoever is a party to a  criminal conspiracy  to commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, shall, where no express provision is made in this Code for the punishment of such a conspiracy, be punished in the same manner as if he had abetted such offence. 
		 Whoever is a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable as aforesaid shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both. 
	", Punishment of criminal conspiracy.
http://devgan.in/ipc/section/120A/,120A,"When two or more persons agree to do, or cause to be done:
	 
		 an illegal act, or 
		 an act which is not illegal by illegal means, such an agreement is designated a criminal conspiracy; 
	 

 Provided  that no agreement except an agreement to commit an offence shall amount to a criminal conspiracy unless some act besides the agreement is done by one or more parties to such agreement in pursuance thereof.", Definition of criminal conspiracy.
http://devgan.in/ipc/section/119/,119,"Whoever, being a public servant intending to facilitate or knowing it to be likely that he will thereby facilitate the commission of an offence which it is his duty as such public servant to prevent, voluntarily conceals, by any act or illegal omission, the existence of a design to commit such offence, or makes any representation which he knows to be false respecting such design: 

 If offence be committed  — shall, if the offence be committed, be punished with imprisonment of any description provided for the offence, for a term which may extend to one-half of the longest term of such imprisonment, or with such fine as is provided for that offence, or with both; 

 If offence be punishable with death, etc  — or, if the offence be punishable with death or imprisonment for life, with imprisonment of either description for a term which may extend to ten years; 

 If offence be not committed  — or, if the offence be not committed, shall be punished with imprisonment of any description provided for the offence for a term which may extend to one-fourth part of the longest term of such imprisonment or with such fine as is provided for the offence, or with both.", Public servant concealing design to commit offence which it is his duty to prevent.
http://devgan.in/ipc/section/120/,120,"Whoever, intending to facilitate or knowing it to be likely that he will thereby facilitate the commission of an offence punishable with imprisonment, voluntarily conceals, by any act or illegal omission, the existence of a design to commit such offence, or makes any representation which he knows to be false respecting such design: 

 If offence be committed — If offence be not committed  — shall, if the offence be committed, be punished with imprisonment of the description provided for the offence, for a term which may extend to one-fourth, and, if the offence be not committed, to one-eight, of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both. When two or more persons agree to do, or cause to be done:
	 
		 an illegal act, or 
		 an act which is not illegal by illegal means, such an agreement is designated a criminal conspiracy; 
	 

 Provided  that no agreement except an agreement to commit an offence shall amount to a criminal conspiracy unless some act besides the agreement is done by one or more parties to such agreement in pursuance thereof. 	 
		 Whoever is a party to a  criminal conspiracy  to commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, shall, where no express provision is made in this Code for the punishment of such a conspiracy, be punished in the same manner as if he had abetted such offence. 
		 Whoever is a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable as aforesaid shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both. 
	", Concealing design to commit offence punishable with imprisonment.
http://devgan.in/ipc/section/118/,118,"Whoever intending to facilitate or knowing it to be likely that he will thereby facilitate the commission of an offence punishable with death or imprisonment for life, voluntarily conceals, by any act or illegal omission, the existence of a design to commit such offence or makes any representation which he knows to be false respecting such design: 

 If offence be committed — if offence be not committed  — shall, if that offence be committed, be punished with imprisonment of either description for a term which may extend to seven years, or, if the offence of not committed, with imprisonment of either description, for a term which may extend to three years; and in either case shall also be liable to fine.", Concealing design to commit offence punishable with death or imprisonment for life.
http://devgan.in/ipc/section/117/,117,"Whoever abets the commission of an offence by the public generally or by any number or class of persons exceeding ten, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.", Abetting commission of offence by the public or by more than ten persons.
http://devgan.in/ipc/section/116/,116,"Whoever abets an offence punishable with imprisonment shall, if that offence be not committed in consequence of the abetment, and no express provision is made by this Code for the punishment of such abetment, be punished with imprisonment of any description provided for that offence for a term which may extend to one-fourth part of the longest term provided for that offence; 
or with such fine as is provided for that offence, or with both; 

 If abettor or person abetted be a public servant whose duty it is to prevent offence  — and if the abettor or the person abetted is a public servant, whose duty it is to prevent the commission of such offence, the abettor shall be punished with imprisonment of any description provided for that offence, for a term which may extend to one-half of the longest term provided for that offence, or with such fine as is provided for the offence, or with both.", Abetment of offence punishable with imprisonment -- if offence be not committed.
http://devgan.in/ipc/section/115/,115,"Whoever abets the commission of an offence punishable with death or imprisonment for life, shall, if that offence be not committed in consequence of the abetment, and no express provision is made by this Code for the punishment of such abetment, be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 If act causing harm be done in consequence  — and if any act for which the abettor is liable in consequence of the abetment, and which causes hurt to any person, is done, the abettor shall be liable to imprisonment of either description for a term which may extend to fourteen years, and shall also be liable to fine.", Abetment of offence punishable with death or imprisonment for life if offence not committed.
http://devgan.in/ipc/section/114/,114,"Whenever any person who if absent would be liable to be punished as an abettor, is present when the act or offence for which he would be punishable in consequence of the abetment is committed, he shall be deemed to have committed such act or offence.", Abettor present when offence is committed.
http://devgan.in/ipc/section/113/,113,"When an act is abetted with the intention on the part of the abettor of causing a particular effect, and an act for which the abettor is liable in consequence of the abetment, causes a different effect from that intended by the abettor, the abettor is liable for the effect caused, in the same manner and to the same extent as if he had abetted the act with the intention of causing that effect, provided he knew that the act abetted was likely to cause that effect.", Liability of abettor for an effect caused by the act abetted different from that intended by the abettor.
http://devgan.in/ipc/section/112/,112,"If the act for which the abettor is liable under the last preceding section is committed in addition to the act abetted, and constitute a distinct offence, the abettor is liable to punishment for each of the offences.", Abettor when liable to cumulative punishment for act abetted and for act done.
http://devgan.in/ipc/section/111/,111,"When an Act is abetted and a different act is done, the abettor is liable for the act done, in the same manner and to the same extent as if he had directly abetted it.", Liability of abettor when one act abetted and different act done.
http://devgan.in/ipc/section/110/,110,"Whoever abets the commission of an offence shall, if the person abetted does the act with a different intention or knowledge from that of the abettor, be punished with the punishment provided for the offence which would have been committed if the act had been done with the intention or knowledge of the abettor and with no other.", Punishment of abetment if person abetted does act with different intention from that of abettor.
http://devgan.in/ipc/section/109/,109,"Whoever abets any offence shall, if the act abetted is committed in consequence of the abetment, and no express provision is made by this Code for the punishment of such abetment, be punished with the punishment provided for the offence.", Punishment of abetment if the act abetted is committed in consequence and where no express provision is made for its punishment.
http://devgan.in/ipc/section/108A/,108A,"A person abets an offence within the meaning of this Code who, in India, abets the commission of any act without and beyond India which would constitute an offence if committed in India.", Abetment in India of offences outside India.
http://devgan.in/ipc/section/108/,108,"A person abets an offence, who abets either the commission of an offence, or the commission of an act which would be an offence, if committed by a person capable by law of committing an offence with the same intention or knowledge as that of the abettor. A person abets an offence within the meaning of this Code who, in India, abets the commission of any act without and beyond India which would constitute an offence if committed in India.", Abettor.
http://devgan.in/ipc/section/107/,107,"A person abets the doing of a thing, who:
	 
		 Instigates any person to do that thing; or 
		 Engages with one or more other person or persons in any conspiracy for the doing of that thing, if an act or illegal omission takes place in pursuance of that conspiracy, and in order to the doing of that thing; or 
		 Intentionally aids, by any act or illegal omission, the doing of that thing. 
	", Abetment of a thing.
http://devgan.in/ipc/section/106/,106,"If in the exercise of the right of private defence against an assault which reasonably causes the apprehension of death, the defender be so situated that he cannot effectually exercise that right without risk of harm to an innocent person, his right of private defence extends to the running of that risk.", Right of private defence against deadly assault when there is risk of harm to innocent person.
http://devgan.in/ipc/section/105/,105,"The right of private defence of property commences when a reasonable apprehension of danger to the property commences. 

 The right of private defence of property against theft continues till the offender has effected his retreat with the property or either the assistance of the public authorities is obtained, or the property has been recovered. 

 The right of private defence of property against robbery continues as long as the offender causes or attempts to cause to any person death or hurt or wrongful restraint or as long as the fear of instant death or of instant hurt or of instant personal restraint continues. 

 The right of private defence of property against criminal trespass or mischief continues as long as the offender continues in the commission of criminal trespass or mischief. 

 The right of private defence of property against house-breaking by night continues as long as the house-trespass which has been begun by such house-breaking continues.", Commencement and continuance of the right of private defence of property.
http://devgan.in/ipc/section/104/,104,"If the offence, the committing of which, or the attempting to commit which occasions the exercise of the right of private defence, be theft, mischief, or criminal trespass, not of any of the descriptions enumerated in the last preceding section, that right does not extend to the voluntary causing of death, but does extend, subject to the restrictions mentioned in section  99 , to the voluntary causing to the wrong-doer of any harm other than death.", When such right to causing any harm other than death.
http://devgan.in/ipc/section/103/,103,"The right of private defence of property extends, under the restrictions mentioned in section  99 , to the voluntary causing of death or of any other harm to the wrong-doer, if the offence, the committing of which, or the attempting to commit which, occasions the exercise of the right, be an offence of any of the descriptions hereinafter enumerated, namely:
	 
		 Robbery; 
		 House-breaking by night; 
		 Mischief by fire committed on any building, tent or vessel, which building, tent or vessel is used as a human dwelling, or as a place for the custody of property; 
		 Theft, mischief, or house-trespass, under such circumstances as may reasonably cause apprehension that death or grievous hurt will be the consequence, if such right of private defence is not exercised. 
	", When the right of private defence of property extends to causing death.
http://devgan.in/ipc/section/102/,102,The right of private defence of the body commences as soon as a reasonable apprehension of danger to the body arises from an attempt or threat to commit the offence though the offence may not have been committed; and it continues as long as such apprehension of danger to the body continues., Commencement and continuance of the right of private defence of the body.
http://devgan.in/ipc/section/101/,101,"If the offence be not of any of the descriptions enumerated in the last preceding section, the right of private defence of the body does not extend to the voluntary causing of death to the assailant, but does extend, under the restrictions mentioned in section  99 , to the voluntary causing to the assailant of any harm other than death.", When such right extends to causing any harm other than death.
http://devgan.in/ipc/section/100/,100,"The right of private defence of the body extends, under the restrictions mentioned in the last preceding section, to the voluntary causing of death or of any other harm to the assailant, if the offence which occasions the exercise of the right be of any of the descriptions hereinafter enumerated, namely:
	 
		 Such an assault as may reasonably cause the apprehension that death will otherwise be the consequence of such assault; 
		 Such an assault as may reasonably cause the apprehension that grievous hurt will otherwise be the consequence of such assault; 
		 An assault with the intention of committing rape; 
		 An assault with the intention of gratifying unnatural lust; 
		 An assault with the intention of kidnapping or abducting; 
		 An assault with the intention of wrongfully confining a person, under circumstances which may reasonably cause him to apprehend that he will be unable to have recourse to the public authorities for his release. 
		 An act of throwing or administering acid 1  or an attempt to throw or administer acid which may reasonably cause the apprehension that grievous hurt will otherwise be the consequence of such act. 
	 

 1  Criminal Law (Amendment) Act, 2013", When the right of private defence of the body extends to causing death.
http://devgan.in/ipc/section/99/,99,"There is no right of private defence against an act which does not reasonably cause the apprehension of death or of grievous hurt, if done, or attempted to be done, by a public servant acting in good faith under colour of his office, though that act may not be strictly justifiable by law. 

 There is no right of private defence in cases in which there is time to have recourse to protection of the public authorities. 

 Extent to which the right may be exercised  — The right of private defence in no case extends to the inflicting of more harm than it is necessary to inflict for the purpose of defence.", Acts against which there is no right of private defence.
http://devgan.in/ipc/section/98/,98,"When an act which would otherwise be a certain offence, is not that offence, by reason of the youth, the want of maturity of understanding, the unsoundness of mind or the intoxication of the person doing that act, or by reason of any misconception on the part of that person, every person has the same right of private defence against that act which he would have if the act were that offence."," Right of private defence against the act of a person of unsound mind, etc.."
http://devgan.in/ipc/section/97/,97,"Every person has a right, subject to the restrictions contained in section  99 , to defend:
	 
		 His own body, and the body of any other person, against any offence affecting the human body; 
		 The property, whether movable or immovable, of himself or of any other person, against any act which is an offence falling under the definition of theft, robbery, mischief or criminal trespass, or which is an attempt to commit theft, robbery, mischief or criminal trespass. 
	", Right of private defence of the body and of property.
http://devgan.in/ipc/section/96/,96,Nothing is an offence which is done in the exercise of the right of private defence., Things done in private defence.
http://devgan.in/ipc/section/95/,95,"Nothing is an offence by reason that it causes, or that it is intended to cause, or that it is known to be likely to cause, any harm, if that harm is so slight that no person of ordinary sense and temper would complain of such harm.", Act causing slight harm.
http://devgan.in/ipc/section/94/,94,"Except murder, and offences against the State punishable with death, nothing is an offence which is done by a person who is compelled to do it by threats, which, at the time of doing it, reasonably cause the apprehension that instant death to that person will otherwise be the consequence; 

 Provided the person doing the act did not of his own accord, or from a reasonable apprehension of harm to himself short of instant death, place himself in the situation by which he became subject to such constraint.", Act to which a person is compelled by threats.
http://devgan.in/ipc/section/93/,93,"No communication made in good faith is an offence by reason of any harm to the person to whom it is made, if it is made for the benefit of that person.", Communication made in good faith.
http://devgan.in/ipc/section/92/,92,"Nothing is an offence by reason of any harm which it may causes to a person for whose benefit it is done in good faith, even without that person’s consent, if the circumstances are such that it is impossible for that person to signify consent, or if that person is incapable of giving consent, and has no guardian or other person in lawful charge of him from whom it is possible to obtain consent in time for the thing to be done with benefit;", Act done in good faith for benefit of a person without consent.
http://devgan.in/ipc/section/91/,91,"The exceptions in sections  87 ,  88  and  89  do not extend to acts which are offences independently of any harm which they may cause, or be intended to cause, or be known to be likely to cause, to the person giving the consent, or on whose behalf the consent is given.", Exclusion of acts which are offences independently of harm cause.
http://devgan.in/ipc/section/90/,90,"A consent is not such a consent as is intended by any section of this Code, if the consent is given by a person under fear of injury, or under a misconception of fact, and if the person doing the act knows, or has reason to believe, that the consent was given in consequence of such fear or misconception; or 
Consent of insane personif the consent is given by a person who, from unsoundness of mind, or intoxication, is unable to understand the nature and consequence of that to which he gives his consent; or 
Consent of child unless the contrary appears from the context, if the consent is given by a person who is under twelve years of age.", Consent known to be given under fear or misconception.
http://devgan.in/ipc/section/89/,89,"Nothing which is done in good faith for the benefit of a person under twelve years of age, or of unsound mind, by or by consent, either express or implied, of the guardian or other person having lawful charge of that person, is an offence by reason of any harm which it may cause, or be intended by the doer to cause or be known by the doer to be likely to cause to that person; Provided:
	 
		 That this exception shall not extend to the intentional causing of death, or to the attempting to cause death; 
		 That this exception shall not extend to the doing of anything which the person doing it knows to be likely to cause death, for any purpose other than the preventing of death or grievous hurt, or the curing of any grievous disease or infirmity; 
		 That this exception shall not extend to the voluntary causing of grievous hurt, or to the attempting to cause grievous hurt, unless it be for the purpose of preventing death or grievous hurt, or the curing of any grievous disease or infirmity; 
		 That this exception shall not extend to the abetment of any offence, to the committing of which offence it would not extend. 
	"," Act done in good faith for benefit of child or insane person, by or by consent of guardian."
http://devgan.in/ipc/section/88/,88,"Nothing, which is not intended to cause death, is an offence by reason of any harm which it may cause, or be intended by the doer to cause, or be known by the doer to be likely to cause, to any person for whose benefit it is done in good faith, and who has given a consent, whether express or implied to suffer that harm, or to take the risk of that harm."," Act not intended to cause death, done by consent in good faith for persons benefit."
http://devgan.in/ipc/section/87/,87,"Nothing which is not intended to cause death, or grievous hurt, and which is not known by the doer to be likely to cause death or grievous hurt, is an offence by reason of any harm which it may cause, or be intended by the doer to cause, to any person, above eighteen years of age, who has given consent, whether express or implied, to suffer that harm; 
Or by reason of any harm which it may be known by the doer to be likely to cause to any such person who has consented to take the risk of that harm."," Act not intended and not known to be likely to cause death or grievous hurt, done by consent."
http://devgan.in/ipc/section/86/,86,"In cases where an act done is not an offence unless done with a particular knowledge or intent, a person who does the act in a state of intoxication shall be liable to be dealt with as if he had the same knowledge as he would have had if he had not been intoxicated, unless the thing which intoxicated him was administered to him without his knowledge or against his will.", Offence requiring a particular intent or knowledge committed by one who is intoxicated.
http://devgan.in/ipc/section/85/,85,"Nothing is an offence which is done by a person who, at the time of doing it, is, by reason of intoxication, incapable of knowing the nature of the act, or that he is doing what is either wrong, or contrary to law: 
Provided that the thing which intoxicated him was administered to him without his knowledge or against his will.", Act of a person incapable of judgment by reason of intoxication caused against his will.
http://devgan.in/ipc/section/81/,81,"Nothing is an offence merely by reason of its being done with the knowledge that it is likely to cause harm, if it be done without any criminal intention to cause harm, and in good faith for the purpose of preventing or avoiding other harm to person or property."," Act likely to cause harm, but done without criminal intent, and to prevent other harm."
http://devgan.in/ipc/section/84/,84,"Nothing is an offence which is done by a person who, at the time of doing it, by reason of unsoundness of mind, is incapable of knowing the nature of the act, or that he is doing what is either wrong or contrary to law.", Act of a person of unsound mind.
http://devgan.in/ipc/section/83/,83,"Nothing is an offence which is done by a child above seven years of age and under twelve, who has not attained sufficient maturity or understanding to judge the nature and consequences of his conduct on that occasion.", Act of a child above seven and under twelve of immature understanding.
http://devgan.in/ipc/section/82/,82,Nothing is an offence which is done by a child under seven years of age., Act of a child under seven years of age.
http://devgan.in/ipc/section/79/,79,"Nothing is an offence which is done by any person who is justified by law, or who by reason of a mistake of fact and not by reason of a mistake of law in good faith, believes himself to be justified by law, in doing it."," Act done by a person justified, or by mistake of fact believing himself, justified, by law."
http://devgan.in/ipc/section/78/,78,"Nothing which is done in pursuance of, or which is warranted by the judgment or order of, a Court of Justice, if done whilst such judgment or order remains in force, is an offence, notwithstanding the Court may have had no jurisdiction to pass such judgment or order, provided the person doing the act in good faith believes that the Court had such jurisdiction.", Act done pursuant to the judgment or order of Court.
http://devgan.in/ipc/section/80/,80,"Nothing is an offence which is done by accident or misfortune, and without any criminal intention or knowledge in the doing of a lawful act in a lawful manner by lawful means and with proper care and caution.", Accident in doing a lawful act.
http://devgan.in/ipc/section/77/,77,"Nothing is an offence which is done by a Judge when acting judicially in the exercise of any power which is, or which in good faith he believes to be, given to him by law.", Act of Judge when acting judicially.
http://devgan.in/ipc/section/76/,76,"Nothing is an offence which is done by a person who is, or who by reason of a mistake of fact and not by reason of a mistake of law in good faith believes himself to be, bound by law to do it."," Act done by a person bound, or by mistake of fact believing himself bound, by law."
http://devgan.in/ipc/section/75/,75,"Whoever, having been convicted:
	 
		 by a Court in India, of an offence punishable under Chapter  XII  or Chapter  XVII  of this Code with imprisonment of either description for a term of three years or upwards, shall be guilty of any offence punishable under either of those Chapters with like imprisonment for the like term, shall be subject for every such subsequent offence to imprisonment for life or to imprisonment of either description for a term which may extend to ten years. 
	", Enhanced punishment for certain offences under Chapter XII or Chapter XVII after previous conviction.
http://devgan.in/ipc/section/74/,74,"In executing a sentence of solitary confinement, such confinement shall in no case exceed fourteen days at a time, with intervals between the periods of solitary confinement of not less duration than such periods; 
and when the imprisonment awarded shall exceed three months, the solitary confinement shall not exceed seven days in any one month of the whole imprisonment awarded, with intervals between the periods of solitary confinement of not less duration than such periods.", Limit of solitary confinement.
http://devgan.in/ipc/section/73/,73,"Whenever any person is convicted of an offence for which under this Code the Court has power to sentence him to rigorous imprisonment, the Court may, by its sentence, order that the offender shall be kept in solitary confinement for any portion or portions of the imprisonment to which he is sentenced, not exceeding three months in the whole, according to the following scale, that is to say: 
a time not exceeding one month if the term of imprisonment shall not exceed six months; 
a time not exceeding two months if the term of imprisonment shall exceed six months and shall not exceed one year; 
a time not exceeding three months if the term of imprisonment shall exceed one year.", Solitary confinement.
http://devgan.in/ipc/section/72/,72,"In all cases in which judgment is given that a person is guilty of one of several offences specified in the judgment, but that it is doubtful of which of these offences he is guilty, the offender shall be punished for the offence for which the lowest punishment is provided if the same punishment is not provided for all."," Punishment of person guilty of one of several offences, the judgment stating that it is doubtful of which."
http://devgan.in/ipc/section/71/,71,"Where anything which is an offence is made up of parts, any of which parts is itself an offence, the offender shall not be punished with the punishment of more than one of such his offences, unless it be so expressly provided. 

 Where anything is an offence falling within two or more separate definitions of any law in force for the time being by which offences are defined or punished, or where several acts, of which one or more than one would by itself or themselves constitute an offence, constitute, when combined, a different offence, the offender shall not be punished with a more severe punishment than the Court which tries him could award for any one of such offences.", Limit of punishment of offence made up of several offences.
http://devgan.in/ipc/section/70/,70,"The fine, or any part thereof which remains unpaid, may be levied at any time within six years after the passing of the sentence, and if, under the sentence, the offender be liable to imprisonment for a longer period than six years, then at any time previous to the expiration of that period; 
and the death of the offender does not discharge from the liability any property which would, after his death, be legally liable for his debts."," Fine leviable within six years, or during imprisonment. Death not to discharge property from liability."
http://devgan.in/ipc/section/69/,69,"If, before the expiration of the term of imprisonment fixed in default of payment, such a proportion of the fine be paid or levied that the term of imprisonment suffered in default of payment is not less than proportional to the part of the fine still unpaid, the imprisonment shall terminate.", Termination of imprisonment on payment of proportional part of fine.
http://devgan.in/ipc/section/68/,68,The imprisonment which is imposed in default of payment of a fine shall terminate whenever that fine is either paid or levied by process of law., Imprisonment to terminate on payment of fine.
http://devgan.in/ipc/section/67/,67,"If the offence be punishable with fine only, the imprisonment which the Court imposes in default of payment of the fine shall be simple, and the term for which the Court directs the offender to be imprisoned, in default of payment of fine, shall not exceed the following scale, that is to say, 
for any term not exceeding two months when the amount of the fine shall not exceed fifty rupees, 
and for any term not exceeding four months when the amount shall not exceed one hundred rupees, 
and for any term not exceeding six months in any other case."," Imprisonment for non-payment of fine, when offence punishable with fine only."
http://devgan.in/ipc/section/66/,66,The imprisonment which the Court imposes in default of payment of a fine may be of any description to which the offender might have been sentenced for the offence., Description of imprisonment for non-payment of fine.
http://devgan.in/ipc/section/65/,65,"The term for which the Court directs the offender to be imprisoned in default of payment of a fine shall not exceed one-fourth of the term of imprisonment which is the maximum fixed for the offence, if the offence be punishable with imprisonment as well as fine."," Limit to imprisonment for non-payment of fine, when imprisonment and fine awardable."
http://devgan.in/ipc/section/64/,64,"In every case of an offence punishable with imprisonment as well as fine, in which the offender is sentenced to a fine, whether with or without imprisonment, and in every case of an offence punishable with imprisonment or fine, or with fine only, in which the offender is sentenced to a fine. 

 It shall be competent to the Court which sentences such offender to direct by the sentence that, in default of payment of the fine, the offender shall suffer imprisonment for a certain term, which imprisonment shall be in excess of any other imprisonment to which he may have been sentenced or to which he may be liable under a commutation of a sentence.", Sentence of imprisonment for non-payment of fine.
http://devgan.in/ipc/section/59/,59,"Repealed by the Code of Criminal Procedure (Amendment) Act, 1955 (26 of 1955) S. 117 and Sch.", Transportation instead of imprisonment..
http://devgan.in/ipc/section/61/,61,"Repealed by the Indian Penal Code (Amendment) Act, 1921 (16 of 1921), S. 4.", Sentence of forfeiture of property..
http://devgan.in/ipc/section/60/,60,"In every case in which an offender is punishable with imprisonment which may be of either description, it shall be competent to the Court which sentences such offender to direct in the sentence that such imprisonment shall be wholly rigorous, or that such imprisonment shall be wholly simple or that any part of such imprisonment shall be rigorous and the rest simple.", Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple.
http://devgan.in/ipc/section/63/,63,"Where no sum is expressed to which a fine may extend, the amount of fine to which the offender is liable is unlimited, but shall not be excessive.", Amount of fine.
http://devgan.in/ipc/section/62/,62,Repealed by S. 4 ibid.," Forfeiture of property, in respect of offenders punishable with death, transportation or imprisonment.."
http://devgan.in/ipc/section/58/,58,"Repealed by the Code of Criminal Procedure (Amendment) Act, 1955 (26 of 1955), S. 117 and Sch.", Offenders sentenced to transportation how dealt with until transported..
http://devgan.in/ipc/section/57/,57,"In calculating fractions of terms of punishment, imprisonment for life shall be reckoned as equivalent to imprisonment for twenty years.", Fractions of terms of punishment.
http://devgan.in/ipc/section/56/,56,"Repealed by the Criminal Law (Removal of Racial Discriminations) Act, 1949 (17 of 1949)", Sentence of Europeans and Americans to penal servitude..
http://devgan.in/ipc/section/55A/,55A,"In sections  54  and  55  the expression “appropriate Government” means:
	 
		 in cases where the sentence is a sentence of death or is for an offence against any law relating to a matter to which the executive power of the Union extends, the Central Government; and 
		 in cases where the sentence (whether of death or not) is for an offence against any law relating to a matter to which the executive power of the State extends, the Government of the State within which the offender is sentenced. 
	"," Definition of ""appropriate Government""."
http://devgan.in/ipc/section/55/,55,"In every case in which sentence of imprisonment for life shall have been passed, the appropriate Government may, without the consent of the offender, commute the punishment for imprisonment of either description for a term not exceeding fourteen years. In sections  54  and  55  the expression “appropriate Government” means:
	 
		 in cases where the sentence is a sentence of death or is for an offence against any law relating to a matter to which the executive power of the Union extends, the Central Government; and 
		 in cases where the sentence (whether of death or not) is for an offence against any law relating to a matter to which the executive power of the State extends, the Government of the State within which the offender is sentenced. 
	", Commutation of sentence of imprisonment for life.
http://devgan.in/ipc/section/54/,54,"In every case in which sentence of death shall have been passed, the appropriate Government may, without the consent of the offender, commute the punishment for any other punishment provided by this Code.", Commutation of sentence of death.
http://devgan.in/ipc/section/53A/,53A,"	 
		 Subject to the provisions of sub-section (2) and sub-section (3), any reference to “transportation for life” in any other law for the time being in force or in any instrument or order having effect by virtue of any such law or of any enactment repealed shall be construed as a reference to “imprisonment for life”. 
		 In every case in which a sentence of transportation for a term has been passed before the commencement of the Code of Criminal Procedure (Amendment) Act, 1955, (26 of 1955), the offender shall be dealt with in the same manner as if sentenced to rigorous imprisonment for the same term. 
		 Any reference to transportation for a term or to transportation for any shorter term (by whatever name called) in any other law for the time being in force shall be deemed to have been omitted. 
		 Any reference to “transportation” in any other law for the time being in force shall
		 
			 if the expression means transportation for life, be construed as a reference to imprisonment for life; 
			 if the expression means transportation for any shorter term, be deemed to have been omitted. 
		 
		", Construction of reference to transportation.
http://devgan.in/ipc/section/53/,53,"The punishments to which offenders are liable under the provisions of this Code are
	 
		 Death; 
		 Imprisonment for life; 
		 Repealed by Act 17 of 1949 
		 Imprisonment, which is of two descriptions, namely:-
		 
			 Rigorous, that is with hard labour; 
			 Simple; 
		 
		 Forfeiture of property; 
		 Fine. 
	 	 
		 Subject to the provisions of sub-section (2) and sub-section (3), any reference to “transportation for life” in any other law for the time being in force or in any instrument or order having effect by virtue of any such law or of any enactment repealed shall be construed as a reference to “imprisonment for life”. 
		 In every case in which a sentence of transportation for a term has been passed before the commencement of the Code of Criminal Procedure (Amendment) Act, 1955, (26 of 1955), the offender shall be dealt with in the same manner as if sentenced to rigorous imprisonment for the same term. 
		 Any reference to transportation for a term or to transportation for any shorter term (by whatever name called) in any other law for the time being in force shall be deemed to have been omitted. 
		 Any reference to “transportation” in any other law for the time being in force shall
		 
			 if the expression means transportation for life, be construed as a reference to imprisonment for life; 
			 if the expression means transportation for any shorter term, be deemed to have been omitted. 
		 
		", Punishments.
http://devgan.in/ipc/section/52A/,52A,"Except in section  157 , and in section  130  in the case in which the harbour is given by the wife or husband of the person harboured, the word “harbour” includes the supplying a person with shelter, food, drink, money, clothes, arms, ammunition or means of conveyance, or the assisting a person by any means, whether of the same kind as those enumerated in this section or not, to evade apprehension."," ""Harbour""."
http://devgan.in/ipc/section/52/,52,"Nothing is said to be done or believed in “good faith” which is done or believed without due care and attention. Except in section  157 , and in section  130  in the case in which the harbour is given by the wife or husband of the person harboured, the word “harbour” includes the supplying a person with shelter, food, drink, money, clothes, arms, ammunition or means of conveyance, or the assisting a person by any means, whether of the same kind as those enumerated in this section or not, to evade apprehension."," ""Good faith""."
http://devgan.in/ipc/section/51/,51,"The word “oath” includes a solemn affirmation substituted by law for an oath, and any declaration required or authorized by law to be made before a public servant or to be used for the purpose of proof, whether in a Court of Justice or not."," ""Oath""."
http://devgan.in/ipc/section/50/,50,The word “section” denotes one of those portions of a Chapter of this Code which are distinguished by prefixed numeral figures.," ""Section""."
http://devgan.in/ipc/section/49/,49,"Wherever the word “year” or the word “month” is used, it is to be understood that the year or the month is to be reckoned according to the British calendar."," ""Year"". ""Month""."
